address_state,emp_title,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,purpose,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment,emp_years,grade_numeric,sub_grade_numeric,issue_year,issue_month,issue_day,issue_weekday,last_credit_pull_year,last_credit_pull_month,last_credit_pull_day,last_credit_pull_weekday,last_payment_year,last_payment_month,last_payment_day,last_payment_weekday,next_payment_year,next_payment_month,next_payment_day,next_payment_weekday,term_months,north_south_address,purpose_clustered,daysdiff_issue_pull,pull_after_issue,last_next_diff,end_date,time_to_last_payment,log_loan_amount,emp_category,installment_sqrt,total_acc_sqrt,total_payment_sqrt,payment_progress,loan_to_income
CT,Other,MORTGAGE,2021-10-09,2021-02-16,2021-10-12,Fully Paid,2021-11-12,car,Not Verified,85000.0,0.0239,136.66,0.074,4400,19,4920,1,0,0.2,2021,10,9,5,2021,2,16,1,2021,10,12,1,2021,11,12,4,36,North,life,235,1,0,2024-10-09,0,8.389359819906353,Other,11.690166808048549,4.358898943540674,70.14271166700073,1.000048782867457,0.05176470588235294
GA,Other,MORTGAGE,2021-05-09,2021-05-12,2021-05-12,Fully Paid,2021-06-12,car,Not Verified,28500.0,0.0223,265.13,0.0768,8500,10,9544,1,0,0.2,2021,5,9,6,2021,5,12,2,2021,5,12,2,2021,6,12,5,36,South,life,-3,0,0,2024-05-09,0,9.047821442478408,Other,16.28281302478168,3.1622776601683795,97.6933979345585,0.9999287561238303,0.2982456140350877
TX,Other,MORTGAGE,2021-01-09,2021-02-11,2021-02-11,Fully Paid,2021-03-11,car,Not Verified,40308.0,0.0578,155.96,0.0768,5000,19,5422,1,0,0.2,2021,1,9,5,2021,2,11,3,2021,2,11,3,2021,3,11,3,36,South,life,-33,0,0,2024-01-09,0,8.517193191416238,Other,12.48839461259933,4.358898943540674,73.63423117002037,0.965703456726796,0.12404485461943039
TX,Other,MORTGAGE,2021-10-11,2021-10-14,2021-10-14,Fully Paid,2021-11-14,car,Not Verified,149400.0,0.0994,214.93,0.0662,7000,43,7737,1,0,0.2,2021,10,11,0,2021,10,14,3,2021,10,14,3,2021,11,14,6,36,South,life,-3,0,0,2024-10-11,0,8.85366542803745,Other,14.660491124106313,6.557438524302,87.960218280766,0.9999379642984537,0.04685408299866131
WI,Other,MORTGAGE,2021-06-11,2021-06-14,2021-06-14,Fully Paid,2021-07-14,car,Not Verified,54000.0,0.1129,60.84,0.0599,2000,18,2190,1,0,0.2,2021,6,11,4,2021,6,14,0,2021,6,14,0,2021,7,14,2,36,North,life,-3,0,0,2024-06-11,0,7.600902459542082,Other,7.8,4.242640687119285,46.79743582719036,0.999890422967346,0.037037037037037035
OH,Other,MORTGAGE,2021-05-11,2021-05-16,2021-05-14,Fully Paid,2021-06-14,car,Not Verified,38400.0,0.0319,74.1,0.0699,2400,7,2667,1,0,0.4,2021,5,11,1,2021,5,16,6,2021,5,14,4,2021,6,14,0,36,North,life,-5,0,0,2024-05-11,0,7.783224016336037,Other,8.608135686662937,2.6457513110645907,51.64300533470143,0.9997750787224472,0.0625
MO,Other,MORTGAGE,2021-06-11,2021-06-14,2021-06-14,Fully Paid,2021-07-14,car,Not Verified,60000.0,0.0242,149.29,0.0749,4800,6,5374,1,0,0.6,2021,6,11,4,2021,6,14,0,2021,6,14,0,2021,7,14,2,36,South,life,-3,0,0,2024-06-11,0,8.476371196895983,Other,12.218428704215611,2.449489742783178,73.30757123244501,0.9999181310052769,0.08
RI,Other,MORTGAGE,2021-01-11,2021-01-14,2021-01-14,Fully Paid,2021-02-14,car,Not Verified,58000.0,0.2127,124.04,0.0729,4000,24,4466,1,0,0.6,2021,1,11,0,2021,1,14,3,2021,1,14,3,2021,2,14,6,36,North,life,-3,0,0,2024-01-11,0,8.294049640102028,Other,11.137324633860683,4.898979485566356,66.82813778641449,1.0001254075746173,0.06896551724137931
MD,Other,MORTGAGE,2021-12-10,2021-10-14,2021-12-13,Fully Paid,2022-01-13,car,Not Verified,31000.0,0.0283,241.28,0.0542,8000,17,8686,10,0,0.0,2021,12,10,4,2021,10,14,3,2021,12,13,0,2022,1,13,3,36,North,life,57,1,0,2024-12-10,0,8.987196820661973,Other,15.533190271158078,4.123105625617661,93.19871243745806,0.9999907898614795,0.25806451612903225
MO,Other,MORTGAGE,2021-06-11,2021-07-11,2021-08-11,Fully Paid,2021-09-11,car,Not Verified,33600.0,0.0161,90.48,0.0542,3000,15,3014,10,0,0.0,2021,6,11,4,2021,7,11,6,2021,8,11,2,2021,9,11,5,36,South,life,-30,0,0,2024-06-11,0,8.006367567650246,Other,9.512097560475292,3.872983346207417,54.89990892524322,0.925311916691227,0.08928571428571429
CA,Other,MORTGAGE,2021-10-11,2021-05-16,2021-10-14,Fully Paid,2021-11-14,car,Not Verified,64320.0,0.025,243.49,0.0603,8000,17,8765,10,0,0.0,2021,10,11,0,2021,5,16,6,2021,10,14,3,2021,11,14,6,36,South,life,148,1,0,2024-10-11,0,8.987196820661973,Other,15.604166110369372,4.123105625617661,93.62157870918435,0.9999269876472227,0.12437810945273632
RI,Other,MORTGAGE,2021-06-11,2021-04-16,2021-07-14,Fully Paid,2021-08-14,car,Not Verified,79200.0,0.0218,150.8,0.0542,5000,28,5429,10,0,0.0,2021,6,11,4,2021,4,16,4,2021,7,14,2,2021,8,14,5,36,North,life,56,1,0,2024-06-11,0,8.517193191416238,Other,12.280065146407,5.291502622129181,73.68174807915459,1.0000368405540818,0.06313131313131314
DE,Bank of America,MORTGAGE,2021-09-11,2021-05-16,2021-04-14,Fully Paid,2021-05-14,car,Not Verified,63996.0,0.0651,96.52,0.0542,3200,26,3468,10,0,0.0,2021,9,11,5,2021,5,16,6,2021,4,14,2,2021,5,14,4,36,North,life,118,1,0,2024-09-11,0,8.070906088787819,Finance,9.824459272652108,5.0990195135927845,58.88972745734183,0.9980660312197818,0.05000312519532471
NY,Other,MORTGAGE,2021-03-11,2021-09-11,2021-09-11,Fully Paid,2021-10-11,car,Not Verified,72000.0,0.2075,223.19,0.0542,7400,23,7556,10,0,0.0,2021,3,11,3,2021,9,11,5,2021,9,11,5,2021,10,11,0,36,North,life,-184,0,0,2024-03-11,0,8.909235279192261,Other,14.939544839117422,4.795831523312719,86.92525524840292,0.9404045382359822,0.10277777777777777
PA,Other,MORTGAGE,2021-11-11,2021-11-14,2021-12-14,Fully Paid,2022-01-14,car,Not Verified,72000.0,0.1782,152.18,0.0603,5000,37,5478,10,0,0.0,2021,11,11,3,2021,11,14,6,2021,12,14,1,2022,1,14,4,36,North,life,-3,0,0,2024-11-11,0,8.517193191416238,Other,12.336125809993995,6.082762530298219,74.01351227985333,0.9999123844570026,0.06944444444444445
NM,Other,MORTGAGE,2021-09-11,2021-09-14,2021-10-14,Fully Paid,2021-11-14,car,Not Verified,41784.0,0.1872,152.18,0.0603,5000,22,5478,10,0,0.0,2021,9,11,5,2021,9,14,1,2021,10,14,3,2021,11,14,6,36,South,life,-3,0,0,2024-09-11,0,8.517193191416238,Other,12.336125809993995,4.69041575982343,74.01351227985333,0.9999123844570026,0.11966302891058779
TX,Other,MORTGAGE,2021-10-11,2021-05-16,2021-10-13,Fully Paid,2021-11-13,car,Not Verified,96000.0,0.238,182.62,0.0603,6000,27,6493,10,0,0.0,2021,10,11,0,2021,5,16,6,2021,10,13,2,2021,11,13,5,36,South,life,148,1,0,2024-10-11,0,8.699514748210191,Other,13.513696755514385,5.196152422706632,80.5791536316931,0.987630659900948,0.0625
NY,Other,MORTGAGE,2021-10-11,2021-04-16,2021-08-14,Fully Paid,2021-09-14,car,Not Verified,54000.0,0.2407,182.62,0.0603,6000,32,6569,10,0,0.0,2021,10,11,0,2021,4,16,4,2021,8,14,5,2021,9,14,1,36,North,life,178,1,0,2024-10-11,0,8.699514748210191,Other,13.513696755514385,5.656854249492381,81.04936767180853,0.9991907908346415,0.1111111111111111
NV,Other,MORTGAGE,2021-02-11,2021-04-14,2021-03-14,Fully Paid,2021-04-14,car,Not Verified,36000.0,0.2293,271.44,0.0542,9000,47,9772,10,0,0.0,2021,2,11,3,2021,4,14,2,2021,3,14,6,2021,4,14,2,36,North,life,-62,0,0,2024-02-11,0,9.104979856318357,Other,16.475436261295176,6.855654600401044,98.85342685005918,1.000016373579592,0.25
MN,Other,MORTGAGE,2021-10-11,2021-05-16,2021-11-14,Fully Paid,2021-12-14,car,Not Verified,114000.0,0.1658,219.14,0.0603,7200,52,7889,10,0,0.0,2021,10,11,0,2021,5,16,6,2021,11,14,6,2021,12,14,1,36,North,life,148,1,0,2024-10-11,0,8.881836305004146,Other,14.803377992877166,7.211102550927978,88.82004278314665,0.9999949296745866,0.06315789473684211
TX,Other,MORTGAGE,2021-09-11,2021-05-16,2021-08-13,Fully Paid,2021-09-13,car,Not Verified,48000.0,0.1732,170.41,0.0542,5650,32,6067,10,0,0.0,2021,9,11,5,2021,5,16,6,2021,8,13,4,2021,9,13,0,36,South,life,118,1,0,2024-09-11,0,8.639410824140487,Other,13.054118124178286,5.656854249492381,77.89094941005662,0.9889547431358358,0.11770833333333333
LA,Other,MORTGAGE,2021-06-11,2021-01-12,2021-01-12,Fully Paid,2021-02-12,car,Not Verified,39600.0,0.1406,182.51,0.0599,6000,32,6194,10,0,0.2,2021,6,11,4,2021,1,12,1,2021,1,12,1,2021,2,12,4,36,South,life,150,1,0,2024-06-11,0,8.699514748210191,Other,13.509626197641444,5.656854249492381,78.70196947980399,0.9427185116188459,0.15151515151515152
NJ,Other,MORTGAGE,2021-07-10,2021-05-16,2021-08-13,Fully Paid,2021-09-13,car,Not Verified,108000.0,0.1976,107.69,0.0676,3500,37,3877,10,0,0.2,2021,7,10,5,2021,5,16,6,2021,8,13,4,2021,9,13,0,36,North,life,55,1,0,2024-07-10,0,8.160518247477505,Other,10.377379245262263,6.082762530298219,62.26556030423239,1.0000412707256425,0.032407407407407406
FL,Other,MORTGAGE,2021-07-10,2021-05-16,2021-07-13,Fully Paid,2021-08-13,car,Not Verified,57431.0,0.0618,123.07,0.0676,4000,21,4431,10,0,0.2,2021,7,10,5,2021,5,16,6,2021,7,13,1,2021,8,13,4,36,South,life,55,1,0,2024-07-10,0,8.294049640102028,Other,11.093691901256317,4.58257569495584,66.56575696257048,1.0001083394274262,0.06964879594644008
AR,Other,MORTGAGE,2021-11-11,2021-12-15,2021-12-14,Fully Paid,2022-01-14,car,Not Verified,32468.8,0.2935,186.67,0.0751,6000,16,6714,10,0,0.4,2021,11,11,3,2021,12,15,2,2021,12,14,1,2022,1,14,4,36,South,life,-34,0,0,2024-11-11,0,8.699514748210191,Other,13.662723008244,4.0,81.93900170248598,0.9990893019767504,0.1847927856896467
AR,Other,MORTGAGE,2021-11-09,2021-11-12,2021-11-12,Fully Paid,2021-12-12,car,Not Verified,26000.0,0.0429,218.54,0.0774,7000,11,7867,10,0,0.4,2021,11,9,1,2021,11,12,4,2021,11,12,4,2021,12,12,6,36,South,life,-3,0,0,2024-11-09,0,8.85366542803745,Other,14.783098457360014,3.3166247903554,88.69611039949835,0.9999440732944898,0.2692307692307692
OH,Other,MORTGAGE,2021-10-09,2021-06-14,2021-03-12,Fully Paid,2021-04-12,car,Not Verified,75000.0,0.0234,156.1,0.0774,5000,21,5584,10,0,0.4,2021,10,9,5,2021,6,14,0,2021,3,12,4,2021,4,12,0,36,North,life,117,1,0,2024-10-09,0,8.517193191416238,Other,12.493998559308384,4.58257569495584,74.72616676907762,0.9936650295394691,0.06666666666666667
KY,Other,MORTGAGE,2021-11-11,2021-05-16,2021-08-14,Fully Paid,2021-09-14,car,Not Verified,58000.0,0.2692,56.0,0.0751,1800,28,2013,10,0,0.4,2021,11,11,3,2021,5,16,6,2021,8,14,5,2021,9,14,1,36,South,life,179,1,0,2024-11-11,0,7.495541943884256,Other,7.483314773547883,5.291502622129181,44.86646854834911,0.9985119047619048,0.03103448275862069
NC,Other,MORTGAGE,2021-04-11,2021-11-15,2021-04-14,Fully Paid,2021-05-14,car,Not Verified,50000.0,0.203,308.41,0.0692,10000,32,11103,10,0,0.4,2021,4,11,6,2021,11,15,0,2021,4,14,2,2021,5,14,4,36,South,life,-218,0,0,2024-04-11,0,9.210340371976184,Other,17.56160584912439,5.656854249492381,105.3707739366092,1.000021616246771,0.2
OH,Other,MORTGAGE,2021-02-11,2021-02-14,2021-02-14,Fully Paid,2021-03-14,car,Not Verified,48000.0,0.1988,201.57,0.0729,6500,24,7257,10,0,0.6,2021,2,11,3,2021,2,14,6,2021,2,14,6,2021,3,14,6,36,North,life,-3,0,0,2024-02-11,0,8.779557455883728,Other,14.197534997315556,4.898979485566356,85.18802732778826,1.000066147409502,0.13541666666666666
CA,Other,MORTGAGE,2021-05-11,2021-12-12,2021-12-12,Fully Paid,2022-01-12,car,Not Verified,73000.0,0.1433,155.51,0.0749,5000,23,5312,10,0,0.6,2021,5,11,1,2021,12,12,6,2021,12,12,6,2022,1,12,2,36,South,life,-215,0,0,2024-05-11,0,8.517193191416238,Other,12.470364870363657,4.795831523312719,72.8834686331544,0.9488493058681472,0.0684931506849315
CT,Other,MORTGAGE,2021-07-11,2021-11-12,2021-11-12,Fully Paid,2021-12-12,car,Not Verified,68000.0,0.0286,248.82,0.0749,8000,13,8615,10,0,0.6,2021,7,11,6,2021,11,12,4,2021,11,12,4,2021,12,12,6,36,North,life,-124,0,0,2024-07-11,0,8.987196820661973,Other,15.774029288675738,3.605551275463989,92.81702430050211,0.9617617376238066,0.11764705882352941
GA,Other,MORTGAGE,2021-05-11,2021-08-14,2021-06-14,Fully Paid,2021-07-14,car,Not Verified,112992.0,0.1825,248.82,0.0749,8000,25,8957,10,0,0.6,2021,5,11,1,2021,8,14,5,2021,6,14,0,2021,7,14,2,36,South,life,-95,0,0,2024-05-11,0,8.987196820661973,Other,15.774029288675738,5.0,94.64142856064674,0.9999419482178102,0.07080147267063155
VA,Other,MORTGAGE,2021-04-09,2021-07-15,2021-04-12,Fully Paid,2021-05-12,car,Not Verified,135000.0,0.0518,255.58,0.0932,8000,14,9201,10,0,0.6,2021,4,9,4,2021,7,15,3,2021,4,12,0,2021,5,12,2,36,South,life,-97,0,0,2024-04-09,0,8.987196820661973,Other,15.986869612278698,3.7416573867739413,95.9218431849597,1.000013042230743,0.05925925925925926
GA,AT&T,MORTGAGE,2021-02-10,2021-02-13,2021-02-13,Fully Paid,2021-03-13,car,Not Verified,75181.0,0.1831,186.66,0.0751,6000,30,6720,10,0,0.6,2021,2,10,2,2021,2,13,5,2021,2,13,5,2021,3,13,5,36,South,life,-3,0,0,2024-02-10,0,8.699514748210191,Tech/Telecom,13.66235704408284,5.477225575051661,81.97560612767678,1.00003571556127,0.07980739814580812
IL,City of Chicago,MORTGAGE,2021-09-11,2021-09-14,2021-09-14,Fully Paid,2021-10-14,car,Not Verified,110400.0,0.1916,93.31,0.0749,3000,41,3359,10,0,0.6,2021,9,11,5,2021,9,14,1,2021,9,14,1,2021,10,14,3,36,North,life,-3,0,0,2024-09-11,0,8.006367567650246,Tech/Telecom,9.659710140578753,6.4031242374328485,57.956880523368405,0.9999523690446421,0.02717391304347826
CA,Other,MORTGAGE,2021-04-09,2021-05-12,2021-05-12,Fully Paid,2021-06-12,car,Not Verified,48000.0,0.1257,481.42,0.0963,15000,31,17331,10,0,0.8,2021,4,9,4,2021,5,12,2,2021,5,12,2,2021,6,12,5,36,South,life,-33,0,0,2024-04-09,0,9.615805480084347,Other,21.941285285962625,5.5677643628300215,131.64725595317208,0.9999930760389404,0.3125
TX,Accenture,MORTGAGE,2021-12-09,2021-12-11,2021-12-11,Fully Paid,2022-01-11,car,Not Verified,54000.0,0.0267,268.83,0.0705,8700,15,9538,2,0,0.0,2021,12,9,3,2021,12,11,5,2021,12,11,5,2022,1,11,1,36,South,life,-2,0,0,2024-12-09,0,9.071078304642676,Tech/Telecom,16.39603610632765,3.872983346207417,97.66268478799874,0.9855464213236784,0.16111111111111112
CO,Other,MORTGAGE,2021-04-11,2021-10-15,2021-05-14,Fully Paid,2021-06-14,car,Not Verified,85000.0,0.04,168.9,0.0542,5600,36,6080,2,0,0.0,2021,4,11,6,2021,10,15,4,2021,5,14,4,2021,6,14,0,36,North,life,-187,0,0,2024-04-11,0,8.630521876723241,Other,12.996153277027783,6.0,77.9743547584717,0.9999342148542858,0.06588235294117648
TX,Other,MORTGAGE,2021-12-10,2021-12-13,2021-12-13,Fully Paid,2022-01-13,car,Not Verified,36000.0,0.1997,54.9,0.0617,1800,21,1977,2,0,0.4,2021,12,10,4,2021,12,13,0,2021,12,13,0,2022,1,13,3,36,South,life,-3,0,0,2024-12-10,0,7.495541943884256,Other,7.409453421137082,4.58257569495584,44.46346815083142,1.0003035822707955,0.05
NY,Other,MORTGAGE,2021-08-11,2021-05-16,2021-08-14,Fully Paid,2021-09-14,car,Not Verified,36000.0,0.1883,217.72,0.0749,7000,13,7838,2,0,0.6,2021,8,11,2,2021,5,16,6,2021,8,14,5,2021,9,14,1,36,North,life,87,1,0,2024-08-11,0,8.85366542803745,Other,14.755338017138069,3.605551275463989,88.53247991556545,1.0000102067895564,0.19444444444444445
CA,Other,MORTGAGE,2021-08-10,2021-08-13,2021-09-13,Fully Paid,2021-10-13,car,Not Verified,120000.0,0.052,140.76,0.0639,4600,42,5068,3,0,0.0,2021,8,10,1,2021,8,13,4,2021,9,13,0,2021,10,13,2,36,South,life,-3,0,0,2024-08-10,0,8.433811582477187,Other,11.864231959971113,6.48074069840786,71.18988692223074,1.0001262985065202,0.03833333333333333
AZ,Other,MORTGAGE,2021-12-09,2021-05-16,2021-03-10,Fully Paid,2021-04-10,car,Not Verified,60000.0,0.1004,62.12,0.074,2000,14,2036,3,0,0.2,2021,12,9,3,2021,5,16,6,2021,3,10,2,2021,4,10,5,36,South,life,207,1,0,2024-12-09,0,7.600902459542082,Other,7.881624198095213,3.7416573867739413,45.12205669071391,0.9104242684410103,0.03333333333333333
OH,Other,MORTGAGE,2021-12-11,2021-06-14,2021-06-14,Fully Paid,2021-07-14,car,Not Verified,62352.0,0.1207,116.68,0.0662,3800,24,4187,3,0,0.2,2021,12,11,5,2021,6,14,0,2021,6,14,0,2021,7,14,2,36,North,life,180,1,0,2024-12-11,0,8.242756345714477,Other,10.80185169311262,4.898979485566356,64.70703207534712,0.9967908429512816,0.06094431614062099
PA,Other,MORTGAGE,2021-03-11,2021-04-14,2021-04-14,Fully Paid,2021-05-14,car,Not Verified,54000.0,0.1129,151.64,0.0579,5000,20,5459,3,0,0.2,2021,3,11,3,2021,4,14,2,2021,4,14,2,2021,5,14,4,36,North,life,-34,0,0,2024-03-11,0,8.517193191416238,Other,12.314219423089714,4.47213595499958,73.8850458482635,0.9999926727043584,0.09259259259259259
MD,Other,MORTGAGE,2021-04-09,2021-03-10,2021-02-10,Fully Paid,2021-03-10,car,Not Verified,60000.0,0.0036,313.37,0.08,10000,11,10513,3,0,0.4,2021,4,9,4,2021,3,10,2,2021,2,10,2,2021,3,10,2,36,North,life,30,1,0,2024-04-09,0,9.210340371976184,Other,17.70225974275601,3.3166247903554,102.53292154230269,0.9318944946158783,0.16666666666666666
TX,Other,MORTGAGE,2021-11-11,2021-11-14,2021-12-14,Fully Paid,2022-01-14,car,Not Verified,66000.0,0.0118,91.31,0.0603,3000,23,3287,4,0,0.0,2021,11,11,3,2021,11,14,6,2021,12,14,1,2022,1,14,4,36,South,life,-3,0,0,2024-11-11,0,8.006367567650246,Other,9.555626614722867,4.795831523312719,57.33236433289665,0.9999513257644898,0.045454545454545456
FL,Other,MORTGAGE,2021-12-09,2021-08-11,2021-08-11,Fully Paid,2021-09-11,car,Not Verified,241875.0,0.064,494.4,0.0705,16000,24,17370,4,0,0.0,2021,12,9,3,2021,8,11,2,2021,8,11,2,2021,9,11,5,36,South,life,120,1,0,2024-12-09,0,9.680344001221918,Other,22.235107375499673,4.898979485566356,131.79529581893277,0.9759304207119742,0.06614987080103359
NY,Other,MORTGAGE,2021-09-11,2021-09-15,2021-09-14,Fully Paid,2021-10-14,car,Not Verified,24000.0,0.067,39.21,0.0542,1300,46,1411,4,0,0.0,2021,9,11,5,2021,9,15,2,2021,9,14,1,2021,10,14,3,36,North,life,-4,0,0,2024-09-11,0,7.170119543449628,Other,6.261788881781308,6.782329983125268,37.5632799419859,0.9996032758083255,0.05416666666666667
VA,Other,MORTGAGE,2021-07-10,2021-05-16,2021-03-11,Fully Paid,2021-04-11,car,Not Verified,96000.0,0.0829,138.46,0.0676,4500,28,4613,4,0,0.2,2021,7,10,5,2021,5,16,6,2021,3,11,3,2021,4,11,6,36,South,life,55,1,0,2024-07-10,0,8.411832675758411,Other,11.766902736064406,5.291502622129181,67.91906948714772,0.9254578137287944,0.046875
CA,Other,MORTGAGE,2021-11-08,2021-05-16,2021-11-11,Fully Paid,2021-12-11,car,Not Verified,90000.0,0.0428,156.69,0.08,5000,12,5641,4,0,0.4,2021,11,8,0,2021,5,16,6,2021,11,11,3,2021,12,11,5,36,South,life,176,1,0,2024-11-08,0,8.517193191416238,Other,12.51758762701504,3.4641016151377544,75.1065909225016,1.0000283645698158,0.05555555555555555
FL,Other,MORTGAGE,2021-05-09,2021-03-16,2021-05-12,Fully Paid,2021-06-12,car,Not Verified,81804.0,0.0898,282.03,0.08,9000,30,10153,4,0,0.4,2021,5,9,6,2021,3,16,1,2021,5,12,2,2021,6,12,5,36,South,life,54,1,0,2024-05-09,0,9.104979856318357,Other,16.793748836992886,5.477225575051661,100.7620960480676,0.9999921206175861,0.1100190699721285
CA,Other,MORTGAGE,2021-10-09,2021-01-16,2021-02-12,Fully Paid,2021-03-12,car,Not Verified,28880.0,0.1596,63.23,0.0859,2000,12,2260,4,0,0.6,2021,10,9,5,2021,1,16,5,2021,2,12,4,2021,3,12,4,36,South,life,266,1,0,2024-10-09,0,7.600902459542082,Other,7.951729371652433,3.4641016151377544,47.53945729601885,0.9928479800376053,0.06925207756232687
VA,Other,MORTGAGE,2021-09-11,2021-05-16,2021-10-14,Fully Paid,2021-11-14,car,Not Verified,51000.0,0.1753,121.75,0.0603,4000,15,4383,5,0,0.0,2021,9,11,5,2021,5,16,6,2021,10,14,3,2021,11,14,6,36,South,life,118,1,0,2024-09-11,0,8.294049640102028,Other,11.034038245356955,3.872983346207417,66.20422947214173,1.0,0.0784313725490196
GA,Other,MORTGAGE,2021-08-11,2021-05-16,2021-08-14,Fully Paid,2021-09-14,car,Not Verified,49000.0,0.0585,105.56,0.0542,3500,16,3800,5,0,0.0,2021,8,11,2,2021,5,16,6,2021,8,14,5,2021,9,14,1,36,South,life,87,1,0,2024-08-11,0,8.160518247477505,Other,10.274239631233058,4.0,61.644140029689765,0.9999578965096206,0.07142857142857142
WA,Other,MORTGAGE,2021-07-11,2021-05-16,2021-07-14,Fully Paid,2021-08-14,car,Not Verified,42000.0,0.044,180.96,0.0542,6000,31,6515,5,0,0.0,2021,7,11,6,2021,5,16,6,2021,7,14,2,2021,8,14,5,36,North,life,56,1,0,2024-07-11,0,8.699514748210191,Other,13.45213737664019,5.5677643628300215,80.71554992688831,1.0000675410158169,0.14285714285714285
GA,Other,MORTGAGE,2021-11-09,2021-01-12,2021-04-11,Fully Paid,2021-05-11,car,Not Verified,50000.0,0.0317,155.3,0.074,5000,32,5398,5,0,0.2,2021,11,9,1,2021,1,12,1,2021,4,11,6,2021,5,11,1,36,South,life,301,1,0,2024-11-09,0,8.517193191416238,Other,12.461942063739505,5.656854249492381,73.47108274688756,0.9655147742720183,0.1
AZ,Other,MORTGAGE,2021-04-10,2021-02-13,2021-02-13,Fully Paid,2021-03-13,car,Not Verified,85000.0,0.0329,247.52,0.0714,8000,32,8906,5,0,0.4,2021,4,10,5,2021,2,13,5,2021,2,13,5,2021,3,13,5,36,South,life,56,1,0,2024-04-10,0,8.987196820661973,Other,15.73276835143771,5.656854249492381,94.37160589923221,0.9994703009408891,0.09411764705882353
GA,US Air Force,MORTGAGE,2021-07-09,2021-05-10,2021-05-10,Fully Paid,2021-06-10,car,Not Verified,50000.0,0.0833,95.85,0.0932,3000,28,3189,5,0,0.6,2021,7,9,4,2021,5,10,0,2021,5,10,0,2021,6,10,3,36,South,life,60,1,0,2024-07-09,0,8.006367567650246,Military,9.790301323248432,5.291502622129181,56.471231613982,0.9241870978960182,0.06
PA,Other,MORTGAGE,2021-12-11,2021-07-13,2021-07-13,Fully Paid,2021-08-13,car,Not Verified,139200.0,0.2009,187.75,0.079,6000,31,6395,5,0,0.6,2021,12,11,5,2021,7,13,1,2021,7,13,1,2021,8,13,4,36,North,life,151,1,0,2024-12-11,0,8.699514748210191,Other,13.70218960604472,5.5677643628300215,79.96874389409902,0.9461458795679835,0.04310344827586207
NY,Other,MORTGAGE,2021-03-11,2021-03-14,2021-03-14,Fully Paid,2021-04-14,car,Not Verified,57600.0,0.0725,120.64,0.0542,4000,24,4343,6,0,0.0,2021,3,11,3,2021,3,14,6,2021,3,14,6,2021,4,14,2,36,North,life,-3,0,0,2024-03-11,0,8.294049640102028,Other,10.983624174196784,4.898979485566356,65.90144156238162,0.9999907898614795,0.06944444444444445
NV,Other,MORTGAGE,2021-04-11,2021-04-13,2021-03-13,Fully Paid,2021-04-13,car,Not Verified,37459.0,0.0061,172.71,0.0692,5600,8,6130,6,0,0.4,2021,4,11,6,2021,4,13,1,2021,3,13,5,2021,4,13,1,36,North,life,-2,0,0,2024-04-11,0,8.630521876723241,Other,13.141917668285705,2.8284271247461903,78.29431652425353,0.9859173051808104,0.14949678314957687
GA,Other,MORTGAGE,2021-11-08,2021-11-11,2021-11-11,Fully Paid,2021-12-11,car,Not Verified,58500.0,0.0507,125.35,0.08,4000,19,4512,6,0,0.4,2021,11,8,0,2021,11,11,3,2021,11,11,3,2021,12,11,5,36,South,life,-3,0,0,2024-11-08,0,8.294049640102028,Other,11.195981421920992,4.358898943540674,67.17142249498666,0.9998670389575856,0.06837606837606838
CA,Other,MORTGAGE,2021-02-11,2021-07-13,2021-09-11,Fully Paid,2021-10-11,car,Not Verified,60000.0,0.014,94.59,0.0729,3050,12,3170,6,0,0.6,2021,2,11,3,2021,7,13,1,2021,9,11,5,2021,10,11,0,36,South,life,-152,0,0,2024-02-11,0,8.022896869601457,Other,9.725739046468396,3.4641016151377544,56.302753041036986,0.9309182319014224,0.050833333333333335
