address_state,emp_title,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,purpose,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment,emp_years,grade_numeric,sub_grade_numeric,issue_year,issue_month,issue_day,issue_weekday,last_credit_pull_year,last_credit_pull_month,last_credit_pull_day,last_credit_pull_weekday,last_payment_year,last_payment_month,last_payment_day,last_payment_weekday,next_payment_year,next_payment_month,next_payment_day,next_payment_weekday,term_months
HI,McKesson Corp,RENT,11-10-2021,14-09-2021,14-07-2021,Charged Off,14-08-2021,moving,Not Verified,35000.0,0.1649,119.24,0.0991,3700,16,3925,4,1,1.0,2021,10,11,0,2021,9,14,1,2021,7,14,2,2021,8,14,5,36
AL,The Home Depot RDC 5086,RENT,11-08-2021,16-05-2021,12-02-2021,Charged Off,12-03-2021,Debt consolidation,Source Verified,40000.0,0.1302,65.31,0.1749,2600,11,1327,2,3,3.8,2021,8,11,2,2021,5,16,6,2021,2,12,4,2021,3,12,4,60
AL,Wright Family Dentistry P.C.,MORTGAGE,10-03-2021,14-09-2021,12-03-2021,Fully Paid,12-04-2021,Debt consolidation,Verified,30000.0,0.1268,108.56,0.1348,3200,17,3803,10,2,2.4,2021,3,10,2,2021,9,14,1,2021,3,12,4,2021,4,12,0,36
IL,Caterpillar Inc.,MORTGAGE,11-12-2021,15-03-2021,15-11-2021,Charged Off,15-12-2021,Debt consolidation,Not Verified,80000.0,0.0912,483.38,0.0991,15000,28,16178,8,1,1.0,2021,12,11,5,2021,3,15,0,2021,11,15,0,2021,12,15,2,36
UT,MACU,RENT,07-11-2021,07-10-2021,08-02-2021,Fully Paid,08-03-2021,Debt consolidation,Not Verified,52000.0,0.1131,265.18,0.1186,8000,7,8232,2,3,3.0,2021,11,7,6,2021,10,7,3,2021,2,8,0,2021,3,8,0,36
VA,Ceadarhouse School,RENT,10-06-2021,11-11-2021,11-06-2021,Charged Off,11-07-2021,other,Not Verified,27000.0,0.1249,126.78,0.1793,5000,9,1591,4,4,4.8,2021,6,10,3,2021,11,11,3,2021,6,11,4,2021,7,11,6,60
WA,The Markets llc.,MORTGAGE,11-03-2021,16-03-2021,16-04-2021,Fully Paid,16-05-2021,car,Not Verified,43872.0,0.0741,49.85,0.0729,2500,31,2991,10,0,0.6,2021,3,11,3,2021,3,16,1,2021,4,16,4,2021,5,16,6,60
NJ,Gramon Family of Schools,RENT,11-06-2021,16-02-2021,12-05-2021,Charged Off,12-06-2021,small business,Source Verified,31200.0,0.1981,294.37,0.2136,10800,13,3543,7,5,5.6,2021,6,11,4,2021,2,16,1,2021,5,12,2,2021,6,12,5,60
CA,Department of Army,RENT,11-09-2021,14-06-2021,14-06-2021,Fully Paid,14-07-2021,Debt consolidation,Source Verified,50000.0,0.1414,335.45,0.1269,10000,5,12041,1,1,1.8,2021,9,11,5,2021,6,14,0,2021,6,14,0,2021,7,14,2,36
MN,Grand Casino,MORTGAGE,11-06-2021,13-10-2021,12-02-2021,Fully Paid,12-03-2021,Debt consolidation,Not Verified,33280.0,0.1037,78.11,0.1059,2400,31,2538,6,1,1.2,2021,6,11,4,2021,10,13,2,2021,2,12,4,2021,3,12,4,36
PA,SAM'S CLUB,RENT,09-10-2021,13-09-2021,10-03-2021,Fully Paid,10-04-2021,Debt consolidation,Not Verified,27000.0,0.2449,347.72,0.0859,11000,11,11299,10,0,0.6,2021,10,9,5,2021,9,13,0,2021,3,10,2,2021,4,10,5,36
GA,MedQuist,MORTGAGE,10-11-2021,14-01-2021,13-02-2021,Fully Paid,13-03-2021,major purchase,Verified,140000.0,0.1528,342.22,0.1409,10000,37,12147,1,3,3.0,2021,11,10,2,2021,1,14,3,2021,2,13,5,2021,3,13,5,36
WA,PivotLink Corporation,MORTGAGE,11-08-2021,12-04-2021,11-12-2021,Fully Paid,11-01-2022,Debt consolidation,Verified,70000.0,0.1855,208.67,0.1523,6000,9,6294,2,2,2.8,2021,8,11,2,2021,4,12,0,2021,12,11,5,2022,1,11,1,36
IL,Schiff Hardin LLP,MORTGAGE,11-01-2021,16-02-2021,16-02-2021,Fully Paid,16-03-2021,Debt consolidation,Not Verified,45000.0,0.2475,316.07,0.1111,14500,36,18963,3,1,1.8,2021,1,11,0,2021,2,16,1,2021,2,16,1,2021,3,16,1,60
WI,Baker Tilly,MORTGAGE,10-05-2021,12-11-2021,12-11-2021,Fully Paid,12-12-2021,wedding,Verified,52000.0,0.1645,579.79,0.0988,18000,45,20774,2,1,1.0,2021,5,10,0,2021,11,12,4,2021,11,12,4,2021,12,12,6,36
MA,Hologic Corp,RENT,09-01-2021,10-07-2021,10-08-2021,Fully Paid,10-09-2021,Debt consolidation,Verified,120000.0,0.1987,525.03,0.1568,15000,32,17708,5,4,4.0,2021,1,9,5,2021,7,10,5,2021,8,10,1,2021,9,10,4,36
VA,BMW of Farifax,RENT,11-01-2021,13-10-2021,13-10-2021,Fully Paid,13-11-2021,Debt consolidation,Not Verified,40000.0,0.1944,129.97,0.1223,3900,18,4662,1,2,2.0,2021,1,11,0,2021,10,13,2,2021,10,13,2,2021,11,13,5,36
MA,Genzyme Corp.,OWN,08-11-2021,11-08-2021,11-11-2021,Fully Paid,11-12-2021,Debt consolidation,Not Verified,50000.0,0.1214,410.08,0.1399,12000,19,14763,1,3,3.4,2021,11,8,0,2021,8,11,2,2021,11,11,3,2021,12,11,5,36
IL,ICN FULL TIME SCHOOL,RENT,11-10-2021,16-05-2021,12-03-2021,Charged Off,12-04-2021,Debt consolidation,Source Verified,24636.0,0.282,177.98,0.1242,7925,23,889,9,1,1.6,2021,10,11,0,2021,5,16,6,2021,3,12,4,2021,4,12,0,60
TX,Self-Employeed,OWN,09-09-2021,10-09-2021,10-04-2021,Charged Off,10-05-2021,Debt consolidation,Not Verified,44000.0,0.0614,313.34,0.1531,9000,25,2229,8,3,3.4,2021,9,9,3,2021,9,10,4,2021,4,10,5,2021,5,10,0,36
CA,Sullivan & Cromwell LLP,MORTGAGE,11-07-2021,14-07-2021,14-08-2021,Fully Paid,14-09-2021,Debt consolidation,Verified,65000.0,0.1403,311.02,0.0749,10000,13,11197,3,0,0.6,2021,7,11,6,2021,7,14,2,2021,8,14,5,2021,9,14,1,36
WA,US Army,RENT,11-02-2021,16-05-2021,15-09-2021,Fully Paid,15-10-2021,major purchase,Verified,57000.0,0.1251,239.38,0.1528,10000,9,14304,2,3,3.4,2021,2,11,3,2021,5,16,6,2021,9,15,2,2021,10,15,4,60
LA,Phoenix Contact,MORTGAGE,10-06-2021,16-05-2021,14-01-2021,Fully Paid,14-02-2021,credit card,Source Verified,98000.0,0.1851,346.59,0.1682,14000,33,20041,10,4,4.2,2021,6,10,3,2021,5,16,6,2021,1,14,3,2021,2,14,6,60
CA,san joaquin county public health service,OWN,11-10-2021,14-06-2021,14-06-2021,Fully Paid,14-07-2021,Debt consolidation,Verified,70000.0,0.1459,421.8,0.1527,17625,17,22370,9,2,2.6,2021,10,11,0,2021,6,14,0,2021,6,14,0,2021,7,14,2,60
OH,Big 4 Audit & Accounting Firm,MORTGAGE,08-12-2021,16-04-2021,09-01-2021,Fully Paid,09-02-2021,small business,Verified,115000.0,0.1374,836.66,0.1253,25000,43,25261,4,2,2.0,2021,12,8,2,2021,4,16,4,2021,1,9,5,2021,2,9,1,36
CT,Wachovia Corp.,MORTGAGE,09-09-2021,16-04-2021,10-04-2021,Charged Off,10-05-2021,Debt consolidation,Verified,73400.0,0.1406,720.42,0.1774,20000,42,4321,2,4,4.8,2021,9,9,3,2021,4,16,4,2021,4,10,5,2021,5,10,0,36
NY,Giddins Claman LLP,RENT,10-01-2021,15-03-2021,12-11-2021,Fully Paid,12-12-2021,Debt consolidation,Not Verified,65000.0,0.06,476.58,0.0894,15000,24,17053,3,0,0.8,2021,1,10,6,2021,3,15,0,2021,11,12,4,2021,12,12,6,36
NJ,JOHN MANVILLE,RENT,10-09-2021,15-06-2021,15-05-2021,Fully Paid,15-06-2021,Debt consolidation,Verified,38400.0,0.1719,120.48,0.1558,5000,18,7217,9,3,3.4,2021,9,10,4,2021,6,15,1,2021,5,15,5,2021,6,15,1,60
WI,Wisconsin Women's Business Initiative,OWN,10-11-2021,16-05-2021,11-04-2021,Fully Paid,11-05-2021,house,Source Verified,110000.0,0.12,312.8,0.0999,24000,35,15323,1,1,1.6,2021,11,10,2,2021,5,16,6,2021,4,11,6,2021,5,11,1,60
IL,"Medical Solutions, Inc.",MORTGAGE,10-11-2021,13-03-2021,13-03-2021,Fully Paid,13-04-2021,major purchase,Not Verified,100000.0,0.1146,265.35,0.0617,14000,39,9474,2,0,0.4,2021,11,10,2,2021,3,13,5,2021,3,13,5,2021,4,13,1,36
CO,Melco Embroidery Systems,RENT,08-12-2021,16-05-2021,11-12-2021,Fully Paid,11-01-2022,credit card,Not Verified,45000.0,0.1883,594.39,0.1083,18200,18,21398,1,1,1.4,2021,12,8,2,2021,5,16,6,2021,12,11,5,2022,1,11,1,36
CA,american luxury coachwork,RENT,10-11-2021,13-04-2021,13-04-2021,Fully Paid,13-05-2021,major purchase,Not Verified,18000.0,0.032,139.06,0.152,4000,6,4945,0,3,3.6,2021,11,10,2,2021,4,13,1,2021,4,13,1,2021,5,13,3,36
LA,LPHI,RENT,10-06-2021,16-04-2021,13-06-2021,Fully Paid,13-07-2021,credit card,Not Verified,48000.0,0.2077,330.95,0.1038,10200,27,11915,5,1,1.0,2021,6,10,3,2021,4,16,4,2021,6,13,6,2021,7,13,1,36
NJ,PricewaterhouseCoopers,RENT,08-03-2021,11-03-2021,11-03-2021,Fully Paid,11-04-2021,Debt consolidation,Not Verified,105000.0,0.1001,633.71,0.1229,19000,35,22813,2,2,2.8,2021,3,8,0,2021,3,11,3,2021,3,11,3,2021,4,11,6,36
NY,Morrisville Auxiliary Corporation,RENT,09-09-2021,11-01-2021,11-01-2021,Fully Paid,11-02-2021,Debt consolidation,Source Verified,40000.0,0.2205,257.74,0.1392,7550,31,8693,2,2,2.6,2021,9,9,3,2021,1,11,0,2021,1,11,0,2021,2,11,3,36
TX,St. Lukes Episcopal Hospital,OWN,10-12-2021,14-01-2021,14-01-2021,Fully Paid,14-02-2021,major purchase,Not Verified,81000.0,0.044,225.84,0.0999,7000,17,8131,4,1,1.6,2021,12,10,4,2021,1,14,3,2021,1,14,3,2021,2,14,6,36
NJ,Buttonwood Hospital of Burlington County,OWN,10-10-2021,12-08-2021,12-08-2021,Fully Paid,12-09-2021,Debt consolidation,Source Verified,42000.0,0.2011,344.64,0.2003,13000,15,17079,10,6,6.2,2021,10,10,6,2021,8,12,3,2021,8,12,3,2021,9,12,6,60
SC,Merge Healthcare,MORTGAGE,10-12-2021,16-03-2021,11-09-2021,Fully Paid,11-10-2021,major purchase,Not Verified,113000.0,0.0298,242.62,0.0579,8000,13,8281,10,0,0.2,2021,12,10,4,2021,3,16,1,2021,9,11,5,2021,10,11,0,36
NC,Government,MORTGAGE,11-01-2021,16-05-2021,12-08-2021,Fully Paid,12-09-2021,home improvement,Verified,84996.0,0.0705,250.56,0.0925,12000,28,13540,10,1,1.2,2021,1,11,0,2021,5,16,6,2021,8,12,3,2021,9,12,6,60
OH,Panther Expedited Services,RENT,11-08-2021,16-05-2021,16-05-2021,Current,16-06-2021,major purchase,Source Verified,40008.0,0.0915,276.82,0.2211,10000,8,15763,0,6,6.0,2021,8,11,2,2021,5,16,6,2021,5,16,6,2021,6,16,2,60
TX,Veterans Affairs Department (VA),MORTGAGE,08-04-2021,11-03-2021,10-09-2021,Fully Paid,10-10-2021,credit card,Not Verified,40000.0,0.1875,234.74,0.1071,7200,11,8393,10,1,1.8,2021,4,8,3,2021,3,11,3,2021,9,10,4,2021,10,10,6,36
AZ,Affiliated Eye Surgeons,MORTGAGE,11-08-2021,15-02-2021,13-06-2021,Fully Paid,13-07-2021,Debt consolidation,Source Verified,34560.0,0.1299,325.45,0.1059,10000,12,11429,1,1,1.2,2021,8,11,2,2021,2,15,0,2021,6,13,6,2021,7,13,1,36
OR,"Bobs Books, Inc",RENT,11-11-2021,14-11-2021,14-11-2021,Fully Paid,14-12-2021,other,Not Verified,40000.0,0.2049,168.88,0.0662,5500,27,6079,10,0,0.2,2021,11,11,3,2021,11,14,6,2021,11,14,6,2021,12,14,1,36
NY,BNY Mellon,RENT,11-09-2021,14-09-2021,14-09-2021,Fully Paid,14-10-2021,Debt consolidation,Verified,51996.0,0.1362,654.68,0.1099,20000,24,23568,10,1,1.4,2021,9,11,5,2021,9,14,1,2021,9,14,1,2021,10,14,3,36
TX,US Logistics Inc.,MORTGAGE,09-01-2021,14-06-2021,11-09-2021,Fully Paid,11-10-2021,small business,Verified,80000.0,0.0277,490.71,0.1095,15000,30,17507,0,1,1.0,2021,1,9,5,2021,6,14,0,2021,9,11,5,2021,10,11,0,36
TX,Methodist Richardson Medical Center,RENT,10-09-2021,16-05-2021,13-10-2021,Fully Paid,13-11-2021,wedding,Not Verified,44500.0,0.247,546.4,0.1075,16750,21,19671,1,1,1.2,2021,9,10,4,2021,5,16,6,2021,10,13,2,2021,11,13,5,36
VA,Teoco Corporation/Respond.com,RENT,10-05-2021,16-05-2021,11-09-2021,Fully Paid,11-10-2021,wedding,Not Verified,53000.0,0.0446,322.22,0.1273,9600,10,10870,7,2,2.0,2021,5,10,0,2021,5,16,6,2021,9,11,5,2021,10,11,0,36
IL,Beef Brands LLC,RENT,11-11-2021,16-05-2021,14-07-2021,Charged Off,14-08-2021,small business,Source Verified,62000.0,0.1035,335.45,0.1269,10000,22,9748,10,1,1.8,2021,11,11,3,2021,5,16,6,2021,7,14,2,2021,8,14,5,36
NJ,EC Hair Import Inc,RENT,09-10-2021,16-03-2021,12-11-2021,Fully Paid,12-12-2021,Debt consolidation,Not Verified,60000.0,0.1708,258.28,0.1947,7000,14,9298,3,5,5.8,2021,10,9,5,2021,3,16,1,2021,11,12,4,2021,12,12,6,36
WI,Milwaukee County Correctional Facility,RENT,11-04-2021,16-05-2021,15-02-2021,Charged Off,15-03-2021,credit card,Not Verified,34000.0,0.2848,224.24,0.1074,10375,21,10088,7,1,1.6,2021,4,11,6,2021,5,16,6,2021,2,15,0,2021,3,15,0,60
MN,Fedex Express,MORTGAGE,11-02-2021,16-05-2021,16-02-2021,Fully Paid,16-03-2021,home improvement,Verified,45000.0,0.0595,437.92,0.1602,18000,11,26294,6,3,3.8,2021,2,11,3,2021,5,16,6,2021,2,16,1,2021,3,16,1,60
CA,Law Firm,MORTGAGE,11-04-2021,12-02-2021,12-02-2021,Fully Paid,12-03-2021,other,Source Verified,100000.0,0.1333,484.01,0.1,15000,18,16005,3,1,1.2,2021,4,11,6,2021,2,12,4,2021,2,12,4,2021,3,12,4,36
CT,"SS&C Technologies, Inc.",RENT,11-07-2021,15-06-2021,14-03-2021,Fully Paid,14-04-2021,Debt consolidation,Source Verified,80000.0,0.2027,315.63,0.0849,10000,26,11330,5,0,0.8,2021,7,11,6,2021,6,15,1,2021,3,14,6,2021,4,14,2,36
CA,State of California,MORTGAGE,11-07-2021,16-03-2021,14-06-2021,Fully Paid,14-07-2021,credit card,Not Verified,91980.0,0.1435,531.0,0.1649,15000,29,19108,7,3,3.4,2021,7,11,6,2021,3,16,1,2021,6,14,0,2021,7,14,2,36
NY,R.G. Niederhoffer Capital Management,RENT,10-06-2021,16-05-2021,12-03-2021,Charged Off,12-04-2021,Debt consolidation,Source Verified,65000.0,0.0938,349.51,0.1558,10000,12,12095,3,3,3.4,2021,6,10,3,2021,5,16,6,2021,3,12,4,2021,4,12,0,36
TX,PDX Inc.,MORTGAGE,11-08-2021,16-05-2021,14-08-2021,Fully Paid,14-09-2021,credit card,Not Verified,48000.0,0.2765,209.11,0.0849,6625,21,7528,10,0,0.8,2021,8,11,2,2021,5,16,6,2021,8,14,5,2021,9,14,1,36
RI,Citizens Bank,MORTGAGE,11-10-2021,13-02-2021,13-01-2021,Fully Paid,13-02-2021,home improvement,Source Verified,105000.0,0.1782,101.8,0.1349,3000,32,3422,10,2,2.0,2021,10,11,0,2021,2,13,5,2021,1,13,2,2021,2,13,5,36
CA,LifeCare Assurance,RENT,10-06-2021,16-05-2021,15-02-2021,Fully Paid,15-03-2021,credit card,Source Verified,55000.0,0.0975,318.8,0.1719,21000,6,19073,2,4,4.4,2021,6,10,3,2021,5,16,6,2021,2,15,0,2021,3,15,0,60
PA,Mistras Group Inc.,MORTGAGE,11-05-2021,16-05-2021,14-06-2021,Fully Paid,14-07-2021,home improvement,Source Verified,84000.0,0.0071,315.63,0.0849,10000,13,11363,5,0,0.8,2021,5,11,1,2021,5,16,6,2021,6,14,0,2021,7,14,2,36
IL,S&C Electric Company,RENT,11-09-2021,16-05-2021,13-07-2021,Fully Paid,13-08-2021,Debt consolidation,Verified,73000.0,0.2085,1062.71,0.1199,32000,24,37202,0,1,1.8,2021,9,11,5,2021,5,16,6,2021,7,13,1,2021,8,13,4,36
CA,Intel,RENT,10-07-2021,11-04-2021,11-04-2021,Fully Paid,11-05-2021,Debt consolidation,Source Verified,64800.0,0.1398,312.82,0.0788,10000,26,10480,5,0,0.8,2021,7,10,5,2021,4,11,6,2021,4,11,6,2021,5,11,1,36
CA,Sygma Network,MORTGAGE,11-09-2021,12-08-2021,12-08-2021,Fully Paid,12-09-2021,Debt consolidation,Source Verified,35000.0,0.1186,142.08,0.1479,6000,14,6766,10,2,2.6,2021,9,11,5,2021,8,12,3,2021,8,12,3,2021,9,12,6,60
MD,JOHNS HOPKINS UNIVERSITY,MORTGAGE,11-05-2021,14-06-2021,14-06-2021,Fully Paid,14-07-2021,credit card,Verified,54000.0,0.1915,288.06,0.1099,8800,20,10370,9,1,1.4,2021,5,11,1,2021,6,14,0,2021,6,14,0,2021,7,14,2,36
CA,Shiki Restaurant,RENT,11-05-2021,14-04-2021,13-11-2021,Charged Off,13-12-2021,Debt consolidation,Source Verified,56000.0,0.2248,281.34,0.1602,8000,14,8440,10,3,3.8,2021,5,11,1,2021,4,14,2,2021,11,13,5,2021,12,13,0,36
VA,Criterion Systems,RENT,10-11-2021,15-11-2021,15-12-2021,Fully Paid,15-01-2022,Debt consolidation,Verified,145000.0,0.1693,279.17,0.1632,11400,49,16750,3,4,4.2,2021,11,10,2,2021,11,15,0,2021,12,15,2,2022,1,15,5,60
NY,The Andersen Company,MORTGAGE,10-08-2021,13-05-2021,13-05-2021,Fully Paid,13-06-2021,home improvement,Not Verified,85000.0,0.1642,81.12,0.1038,2500,23,2916,4,1,1.0,2021,8,10,1,2021,5,13,3,2021,5,13,3,2021,6,13,6,36
AZ,The Green Valley Pecan Co.,MORTGAGE,09-12-2021,11-09-2021,11-09-2021,Fully Paid,11-10-2021,Debt consolidation,Not Verified,34000.0,0.0018,406.68,0.0894,12800,31,14284,4,0,0.8,2021,12,9,3,2021,9,11,5,2021,9,11,5,2021,10,11,0,36
TX,Germania Insurance,MORTGAGE,11-08-2021,15-09-2021,13-12-2021,Fully Paid,13-01-2022,other,Not Verified,55000.0,0.0617,386.05,0.0542,12800,35,13803,3,0,0.0,2021,8,11,2,2021,9,15,2,2021,12,13,0,2022,1,13,3,36
CA,Jon Felts LLC,RENT,09-02-2021,11-01-2021,11-01-2021,Fully Paid,11-02-2021,small business,Not Verified,30000.0,0.1828,99.5,0.1189,3000,13,3483,2,1,1.6,2021,2,9,1,2021,1,11,0,2021,1,11,0,2021,2,11,3,36
SD,United Parcel Service,OWN,11-12-2021,16-05-2021,16-05-2021,Current,16-06-2021,small business,Source Verified,50000.0,0.0629,187.95,0.1677,7600,27,9923,5,3,3.2,2021,12,11,5,2021,5,16,6,2021,5,16,6,2021,6,16,2,60
CA,Zaccho Dance Theatre,RENT,10-08-2021,15-12-2021,13-08-2021,Fully Paid,13-09-2021,Debt consolidation,Source Verified,57500.0,0.0236,86.28,0.1398,2525,10,3106,4,2,2.4,2021,8,10,1,2021,12,15,2,2021,8,13,4,2021,9,13,0,36
AL,3M,MORTGAGE,09-07-2021,16-05-2021,12-08-2021,Fully Paid,12-09-2021,Debt consolidation,Not Verified,154008.0,0.0875,314.06,0.1095,9600,37,11306,1,1,1.0,2021,7,9,4,2021,5,16,6,2021,8,12,3,2021,9,12,6,36
WI,Wisconsin Deparment of Agriculture,RENT,11-12-2021,16-05-2021,16-05-2021,Current,16-06-2021,credit card,Not Verified,41000.0,0.1613,374.97,0.1727,15000,10,19842,10,3,3.4,2021,12,11,5,2021,5,16,6,2021,5,16,6,2021,6,16,2,60
TX,Drillmec Inc.,RENT,10-08-2021,15-10-2021,15-08-2021,Fully Paid,15-09-2021,other,Verified,65004.0,0.1661,111.64,0.1398,4800,13,6698,3,2,2.4,2021,8,10,1,2021,10,15,4,2021,8,15,6,2021,9,15,2,60
NY,3 mile harbor boatyard,RENT,11-12-2021,12-07-2021,12-02-2021,Fully Paid,12-03-2021,Debt consolidation,Not Verified,42996.0,0.0098,501.09,0.1527,14400,3,14763,2,2,2.6,2021,12,11,5,2021,7,12,0,2021,2,12,4,2021,3,12,4,36
AZ,State of Arizona,RENT,11-03-2021,13-05-2021,13-05-2021,Fully Paid,13-06-2021,credit card,Not Verified,51000.0,0.1539,422.72,0.1343,18400,23,22892,10,2,2.4,2021,3,11,3,2021,5,13,3,2021,5,13,3,2021,6,13,6,60
CA,Inland Regional Center,MORTGAGE,11-01-2021,16-05-2021,12-07-2021,Fully Paid,12-08-2021,Debt consolidation,Verified,59020.51,0.198,225.88,0.1,7000,24,7794,10,1,1.2,2021,1,11,0,2021,5,16,6,2021,7,12,0,2021,8,12,3,36
FL,shands healthcare,OWN,10-06-2021,16-05-2021,13-07-2021,Fully Paid,13-08-2021,home improvement,Verified,39996.0,0.0627,137.4,0.1435,4000,14,4946,8,2,2.6,2021,6,10,3,2021,5,16,6,2021,7,13,1,2021,8,13,4,36
MN,St. Cloud State University,RENT,10-04-2021,16-03-2021,11-03-2021,Fully Paid,11-04-2021,Debt consolidation,Not Verified,59800.0,0.1756,164.56,0.1136,5000,19,5422,10,1,1.8,2021,4,10,5,2021,3,16,1,2021,3,11,3,2021,4,11,6,36
IL,CareerBuilder,RENT,11-01-2021,16-05-2021,11-05-2021,Fully Paid,11-06-2021,home improvement,Verified,300000.0,0.0768,273.78,0.1409,8000,34,8150,8,3,3.0,2021,1,11,0,2021,5,16,6,2021,5,11,1,2021,6,11,4,36
MI,Fasteners Incorporated,OWN,11-02-2021,14-02-2021,14-02-2021,Fully Paid,14-03-2021,major purchase,Verified,28872.0,0.0353,64.89,0.1037,2000,15,2336,7,1,1.4,2021,2,11,3,2021,2,14,6,2021,2,14,6,2021,3,14,6,36
CA,Andrews Lagasse Branch and Bell,RENT,11-05-2021,16-05-2021,16-01-2021,Fully Paid,16-02-2021,credit card,Verified,107500.0,0.1782,542.16,0.1268,24000,20,32485,3,2,2.0,2021,5,11,1,2021,5,16,6,2021,1,16,5,2021,2,16,1,60
PA,Best Buy,MORTGAGE,11-04-2021,13-04-2021,12-03-2021,Fully Paid,12-04-2021,major purchase,Verified,38000.0,0.0758,136.48,0.0579,4500,17,4708,10,0,0.2,2021,4,11,6,2021,4,13,1,2021,3,12,4,2021,4,12,0,36
CA,Prouty Company LLC,RENT,11-11-2021,13-05-2021,13-01-2021,Charged Off,13-02-2021,other,Source Verified,60000.0,0.0136,360.34,0.2274,12850,17,5334,3,6,6.0,2021,11,11,3,2021,5,13,3,2021,1,13,2,2021,2,13,5,60
OR,Brothers Entertainment Merchandising,MORTGAGE,10-04-2021,11-07-2021,11-02-2021,Charged Off,11-03-2021,Debt consolidation,Not Verified,124800.0,0.111,542.79,0.1348,16000,44,5594,2,2,2.4,2021,4,10,5,2021,7,11,6,2021,2,11,3,2021,3,11,3,36
CA,majjor investments inc,RENT,11-04-2021,16-05-2021,16-05-2021,Fully Paid,16-06-2021,Debt consolidation,Source Verified,24000.0,0.148,212.45,0.1528,8875,10,12746,2,3,3.4,2021,4,11,6,2021,5,16,6,2021,5,16,6,2021,6,16,2,60
NY,Lloyd R. Dropkin. M.D.,RENT,09-12-2021,13-01-2021,12-12-2021,Fully Paid,12-01-2022,other,Not Verified,73000.0,0.1378,835.57,0.1531,24000,32,30083,0,3,3.4,2021,12,9,3,2021,1,13,2,2021,12,12,6,2022,1,12,2,36
MA,WGA Insurance,MORTGAGE,09-04-2021,13-06-2021,10-02-2021,Fully Paid,10-03-2021,Debt consolidation,Not Verified,107000.0,0.0941,346.62,0.0963,10800,32,11423,2,0,0.8,2021,4,9,4,2021,6,13,6,2021,2,10,2,2021,3,10,2,36
CA,advanced fabrication,MORTGAGE,10-02-2021,11-08-2021,11-08-2021,Fully Paid,11-09-2021,home improvement,Not Verified,150000.0,0.0405,469.21,0.0788,15000,29,16387,5,0,0.8,2021,2,10,2,2021,8,11,2,2021,8,11,2,2021,9,11,5,36
MI,m/s tube technologies,OWN,11-08-2021,16-05-2021,12-01-2021,Charged Off,12-02-2021,other,Source Verified,35000.0,0.0051,68.35,0.1399,2000,3,2111,2,2,2.4,2021,8,11,2,2021,5,16,6,2021,1,12,1,2021,2,12,4,36
WA,Sun Gro Horticulture,RENT,10-12-2021,16-05-2021,14-09-2021,Fully Paid,14-10-2021,wedding,Source Verified,52000.0,0.2183,77.07,0.1854,3000,34,4476,3,5,5.4,2021,12,10,4,2021,5,16,6,2021,9,14,1,2021,10,14,3,60
VA,US Army,MORTGAGE,10-02-2021,16-05-2021,10-07-2021,Charged Off,10-08-2021,Debt consolidation,Not Verified,133000.0,0.1248,413.58,0.1459,12000,30,1652,8,3,3.0,2021,2,10,2,2021,5,16,6,2021,7,10,5,2021,8,10,1,36
TX,University of Texas at Austin,MORTGAGE,11-10-2021,16-05-2021,14-10-2021,Fully Paid,14-11-2021,Debt consolidation,Verified,73527.0,0.2187,400.99,0.1242,12000,40,14435,10,1,1.6,2021,10,11,0,2021,5,16,6,2021,10,14,3,2021,11,14,6,36
GA,Southeastern Technical College,RENT,11-12-2021,15-10-2021,15-01-2021,Fully Paid,15-02-2021,Debt consolidation,Verified,45000.0,0.0925,625.81,0.079,20000,10,22529,0,0,0.6,2021,12,11,5,2021,10,15,4,2021,1,15,4,2021,2,15,0,36
NJ,Sierra Atlantic,RENT,10-06-2021,16-04-2021,13-06-2021,Fully Paid,13-07-2021,other,Verified,97000.0,0.0235,517.45,0.1682,24000,7,18628,1,4,4.2,2021,6,10,3,2021,4,16,4,2021,6,13,6,2021,7,13,1,36
OH,Wilson Memorial Hospital,MORTGAGE,10-10-2021,16-05-2021,13-03-2021,Fully Paid,13-04-2021,Debt consolidation,Verified,56655.0,0.01,679.78,0.1361,20000,35,24205,10,2,2.2,2021,10,10,6,2021,5,16,6,2021,3,13,5,2021,4,13,1,36
NV,Affordable Kitchen &,MORTGAGE,08-04-2021,16-05-2021,09-05-2021,Charged Off,09-06-2021,other,Not Verified,200000.0,0.1248,163.01,0.1071,10000,30,2119,0,1,1.8,2021,4,8,3,2021,5,16,6,2021,5,9,6,2021,6,9,2,36
IL,The Illinois Institute of Art-Chicago,RENT,11-10-2021,12-12-2021,12-12-2021,Fully Paid,12-01-2022,Debt consolidation,Not Verified,44000.0,0.1609,115.37,0.1349,3400,16,3853,0,2,2.0,2021,10,11,0,2021,12,12,6,2021,12,12,6,2022,1,12,2,36
WV,Abunmdant Life Christian Center,MORTGAGE,11-12-2021,16-05-2021,14-12-2021,Fully Paid,14-01-2022,Debt consolidation,Not Verified,22000.0,0.1745,231.54,0.1171,7000,19,8335,10,1,1.4,2021,12,11,5,2021,5,16,6,2021,12,14,1,2022,1,14,4,36
