address_state,emp_title,home_ownership,issue_date,last_credit_pull_date,last_payment_date,loan_status,next_payment_date,purpose,verification_status,annual_income,dti,installment,int_rate,loan_amount,total_acc,total_payment,emp_years,grade_numeric,sub_grade_numeric,issue_year,issue_month,issue_day,issue_weekday,last_credit_pull_year,last_credit_pull_month,last_credit_pull_day,last_credit_pull_weekday,last_payment_year,last_payment_month,last_payment_day,last_payment_weekday,next_payment_year,next_payment_month,next_payment_day,next_payment_weekday,term_months
OH,UC Health,MORTGAGE,11-12-2021,14-04-2021,13-12-2021,Charged Off,13-01-2022,Debt consolidation,Verified,51400.0,0.1149,510.6,0.1825,20000,46,13805,10,3,3.8,2021,12,11,5,2021,4,14,2,2021,12,13,0,2022,1,13,3,60
MN,Carlson Companies,MORTGAGE,10-09-2021,15-03-2021,14-10-2021,Charged Off,14-11-2021,Debt consolidation,Verified,59800.0,0.172,315.79,0.1595,13000,33,15947,2,3,3.6,2021,9,10,4,2021,3,15,0,2021,10,14,3,2021,11,14,6,60
FL,Niagara Bottling Co.,MORTGAGE,11-05-2021,14-03-2021,13-10-2021,Charged Off,13-11-2021,Debt consolidation,Verified,38496.0,0.1646,352.72,0.1649,22325,19,11170,3,3,3.4,2021,5,11,1,2021,3,14,6,2021,10,13,2,2021,11,13,5,60
MO,SSM Staffing,MORTGAGE,11-09-2021,15-12-2021,15-07-2021,Charged Off,15-08-2021,Debt consolidation,Verified,72000.0,0.2092,874.93,0.1727,35000,40,41995,5,3,3.4,2021,9,11,5,2021,12,15,2,2021,7,15,3,2021,8,15,6,60
VA,Department Of Homeland Security,MORTGAGE,11-11-2021,16-05-2021,13-02-2021,Charged Off,13-03-2021,Debt consolidation,Verified,97936.0,0.2384,874.93,0.1727,35000,35,11373,5,3,3.4,2021,11,11,3,2021,5,16,6,2021,2,13,5,2021,3,13,5,60
CA,Webcor Builders,MORTGAGE,11-04-2021,13-12-2021,13-08-2021,Charged Off,13-09-2021,Debt consolidation,Verified,125000.0,0.1685,851.51,0.1602,35000,25,24370,5,3,3.8,2021,4,11,6,2021,12,13,0,2021,8,13,4,2021,9,13,0,60
MO,Fifth Third Bank,MORTGAGE,11-07-2021,16-05-2021,15-07-2021,Charged Off,15-08-2021,Debt consolidation,Verified,87000.0,0.2392,401.87,0.1749,16000,52,19290,5,3,3.8,2021,7,11,6,2021,5,16,6,2021,7,15,3,2021,8,15,6,60
FL,COPE,MORTGAGE,11-08-2021,14-03-2021,13-11-2021,Charged Off,13-12-2021,Debt consolidation,Verified,65000.0,0.1191,472.83,0.1749,18825,43,13667,6,3,3.8,2021,8,11,2,2021,3,14,6,2021,11,13,5,2021,12,13,0,60
NJ,hackensack radiology,MORTGAGE,11-08-2021,16-05-2021,15-11-2021,Charged Off,15-12-2021,Debt consolidation,Verified,185000.0,0.1873,452.11,0.1749,18000,48,22176,6,3,3.8,2021,8,11,2,2021,5,16,6,2021,11,15,0,2021,12,15,2,60
RI,Women  and  Infants Hospital,MORTGAGE,11-03-2021,14-07-2021,14-06-2021,Charged Off,14-07-2021,Debt consolidation,Verified,85944.0,0.1191,583.89,0.1602,24000,37,25263,7,3,3.8,2021,3,11,3,2021,7,14,2,2021,6,14,0,2021,7,14,2,60
MN,Action Battery Wholesalers,MORTGAGE,10-08-2021,14-01-2021,13-09-2021,Charged Off,13-10-2021,Debt consolidation,Verified,82710.0,0.1954,434.99,0.1521,18200,39,16529,8,3,3.2,2021,8,10,1,2021,1,14,3,2021,9,13,0,2021,10,13,2,60
AZ,city of Phoenix Fire Dept,MORTGAGE,11-12-2021,16-05-2021,15-12-2021,Charged Off,15-01-2022,Debt consolidation,Verified,52000.0,0.2335,468.09,0.1727,18725,24,21664,9,3,3.4,2021,12,11,5,2021,5,16,6,2021,12,15,2,2022,1,15,5,60
NH,Harvard Vanguard Medical Associates,MORTGAGE,11-11-2021,13-04-2021,12-12-2021,Charged Off,12-01-2022,Debt consolidation,Verified,58000.0,0.2208,370.94,0.1677,15000,18,10249,0,3,3.2,2021,11,11,3,2021,4,13,1,2021,12,12,6,2022,1,12,2,60
AZ,HRS Clothing,MORTGAGE,11-08-2021,16-05-2021,12-01-2021,Charged Off,12-02-2021,Debt consolidation,Verified,109995.0,0.1375,249.18,0.1689,16000,20,1238,6,3,3.6,2021,8,11,2,2021,5,16,6,2021,1,12,1,2021,2,12,4,60
NM,Santa Fe Animal Shelter Wellness Clinic,MORTGAGE,11-07-2021,16-04-2021,14-08-2021,Charged Off,14-09-2021,Debt consolidation,Verified,65000.0,0.1721,619.22,0.1689,30000,34,26792,1,3,3.6,2021,7,11,6,2021,4,16,4,2021,8,14,5,2021,9,14,1,60
VA,US Army,MORTGAGE,11-08-2021,15-12-2021,15-08-2021,Charged Off,15-09-2021,Debt consolidation,Verified,73200.0,0.1869,498.42,0.1599,20500,31,23790,10,3,3.2,2021,8,11,2,2021,12,15,2,2021,8,15,6,2021,9,15,2,60
CA,ALBERTSONS,MORTGAGE,11-12-2021,14-07-2021,14-03-2021,Charged Off,14-04-2021,Debt consolidation,Verified,55000.0,0.2079,618.23,0.1677,25000,30,18451,10,3,3.2,2021,12,11,5,2021,7,14,2,2021,3,14,6,2021,4,14,2,60
AZ,Unum,MORTGAGE,11-09-2021,13-02-2021,12-09-2021,Charged Off,12-10-2021,Debt consolidation,Verified,64000.0,0.1253,491.59,0.1649,20000,30,6886,10,3,3.4,2021,9,11,5,2021,2,13,5,2021,9,12,6,2021,10,12,1,60
KY,us army,MORTGAGE,11-11-2021,13-07-2021,13-02-2021,Charged Off,13-03-2021,Debt consolidation,Verified,66000.0,0.2231,503.32,0.1758,20000,63,8006,10,3,3.6,2021,11,11,3,2021,7,13,1,2021,2,13,5,2021,3,13,5,60
TX,Verizon Wireless,MORTGAGE,11-07-2021,13-05-2021,13-02-2021,Charged Off,13-03-2021,Debt consolidation,Verified,90000.0,0.2717,867.78,0.1689,35000,42,10472,10,3,3.6,2021,7,11,6,2021,5,13,3,2021,2,13,5,2021,3,13,5,60
NY,FEDERAL GOV'T --SSA,MORTGAGE,11-01-2021,16-04-2021,12-04-2021,Charged Off,12-05-2021,Debt consolidation,Verified,98279.0,0.2341,364.4,0.152,15250,44,4608,10,3,3.6,2021,1,11,0,2021,4,16,4,2021,4,12,0,2021,5,12,2,60
WV,Alliance Industries,MORTGAGE,11-10-2021,16-05-2021,13-12-2021,Charged Off,13-01-2022,Debt consolidation,Verified,62000.0,0.1864,638.25,0.1825,25000,42,15956,10,3,3.8,2021,10,11,0,2021,5,16,6,2021,12,13,0,2022,1,13,3,60
MN,Walmart,MORTGAGE,10-06-2021,16-05-2021,12-09-2021,Charged Off,12-10-2021,Debt consolidation,Verified,78000.0,0.0857,385.53,0.1558,16000,22,19635,2,3,3.4,2021,6,10,3,2021,5,16,6,2021,9,12,6,2021,10,12,1,60
PA,Cobham,MORTGAGE,11-05-2021,15-12-2021,15-06-2021,Charged Off,15-07-2021,Debt consolidation,Verified,99996.0,0.1859,696.08,0.1689,30000,22,35389,2,3,3.6,2021,5,11,1,2021,12,15,2,2021,6,15,1,2021,7,15,3,60
TX,NORTHWEST SURGERY CENTER,MORTGAGE,11-06-2021,14-03-2021,13-11-2021,Charged Off,13-12-2021,Debt consolidation,Verified,60000.0,0.1916,607.82,0.1599,25000,29,18710,3,3,3.2,2021,6,11,4,2021,3,14,6,2021,11,13,5,2021,12,13,0,60
FL,No title,MORTGAGE,11-07-2021,16-05-2021,13-05-2021,Charged Off,13-06-2021,Debt consolidation,Verified,80000.0,0.1557,703.28,0.1749,28000,36,14767,4,3,3.8,2021,7,11,6,2021,5,16,6,2021,5,13,3,2021,6,13,6,60
FL,Kohls Department Stores,MORTGAGE,11-11-2021,15-12-2021,15-04-2021,Charged Off,15-05-2021,Debt consolidation,Verified,73000.0,0.1504,638.25,0.1825,25000,22,28077,5,3,3.8,2021,11,11,3,2021,12,15,2,2021,4,15,3,2021,5,15,5,60
WI,Romo,MORTGAGE,11-11-2021,16-05-2021,15-02-2021,Charged Off,15-03-2021,Debt consolidation,Verified,25000.0,0.119,301.99,0.1758,12000,12,11476,7,3,3.6,2021,11,11,3,2021,5,16,6,2021,2,15,0,2021,3,15,0,60
SC,S.C. Department of Juvenile Justice,MORTGAGE,11-03-2021,13-02-2021,12-10-2021,Charged Off,12-11-2021,Debt consolidation,Verified,98000.0,0.2061,188.17,0.1491,7925,31,3561,8,3,3.2,2021,3,11,3,2021,2,13,5,2021,10,12,1,2021,11,12,4,60
CT,AFTCT,MORTGAGE,10-09-2021,16-05-2021,12-07-2021,Charged Off,12-08-2021,Debt consolidation,Verified,78600.0,0.1565,367.33,0.1632,15000,35,8079,8,3,3.8,2021,9,10,4,2021,5,16,6,2021,7,12,0,2021,8,12,3,60
MI,Henry ford hospital,MORTGAGE,10-06-2021,11-12-2021,11-09-2021,Charged Off,11-10-2021,Debt consolidation,Verified,65004.0,0.2213,367.33,0.1632,24250,30,15960,9,3,3.8,2021,6,10,3,2021,12,11,5,2021,9,11,5,2021,10,11,0,60
TX,Texas A&M University Department of Chemi,MORTGAGE,11-03-2021,16-03-2021,15-08-2021,Charged Off,15-09-2021,Debt consolidation,Verified,40000.0,0.2076,621.77,0.1528,25975,19,33601,0,3,3.4,2021,3,11,3,2021,3,16,1,2021,8,15,6,2021,9,15,2,60
CA,WestEd,MORTGAGE,11-05-2021,16-05-2021,12-05-2021,Charged Off,12-06-2021,Debt consolidation,Verified,78000.0,0.2745,441.89,0.1599,26500,38,5301,10,3,3.2,2021,5,11,1,2021,5,16,6,2021,5,12,2,2021,6,12,5,60
NY,NYC transit authority,MORTGAGE,11-10-2021,16-04-2021,12-10-2021,Charged Off,12-11-2021,Debt consolidation,Verified,75000.0,0.0938,405.56,0.1677,16400,37,4461,10,3,3.2,2021,10,11,0,2021,4,16,4,2021,10,12,1,2021,11,12,4,60
IL,Batavia Public Schools,MORTGAGE,11-11-2021,16-05-2021,12-08-2021,Charged Off,12-09-2021,Debt consolidation,Verified,93000.0,0.1981,296.75,0.1677,12000,40,3198,10,3,3.2,2021,11,11,3,2021,5,16,6,2021,8,12,3,2021,9,12,6,60
SD,Jack Links,MORTGAGE,11-09-2021,12-11-2021,12-07-2021,Charged Off,12-08-2021,Debt consolidation,Verified,58500.0,0.1947,491.59,0.1649,20000,35,5785,10,3,3.4,2021,9,11,5,2021,11,12,4,2021,7,12,0,2021,8,12,3,60
NC,Duke energy,MORTGAGE,11-01-2021,14-05-2021,13-12-2021,Charged Off,13-01-2022,Debt consolidation,Verified,90000.0,0.1753,383.0,0.1528,16000,33,14530,10,3,3.4,2021,1,11,0,2021,5,14,4,2021,12,13,0,2022,1,13,3,60
OH,Citi,MORTGAGE,11-07-2021,13-12-2021,13-07-2021,Charged Off,13-08-2021,Debt consolidation,Verified,61000.0,0.1993,495.87,0.1689,20000,15,12215,10,3,3.6,2021,7,11,6,2021,12,13,0,2021,7,13,1,2021,8,13,4,60
NJ,UPS,MORTGAGE,11-06-2021,12-11-2021,12-06-2021,Charged Off,12-07-2021,Debt consolidation,Verified,81504.0,0.1724,570.78,0.1749,35000,15,7418,10,3,3.8,2021,6,11,4,2021,11,12,4,2021,6,12,5,2021,7,12,0,60
OH,Mt. Notre Dame H.S.,MORTGAGE,10-09-2021,16-05-2021,10-12-2021,Charged Off,10-01-2022,Debt consolidation,Verified,64000.0,0.1419,489.77,0.1632,20000,18,977,10,3,3.8,2021,9,10,4,2021,5,16,6,2021,12,10,4,2022,1,10,0,60
CT,Valassis,MORTGAGE,11-07-2021,16-04-2021,12-05-2021,Charged Off,12-06-2021,Debt consolidation,Verified,57120.0,0.0321,650.83,0.1689,26250,21,5856,5,3,3.6,2021,7,11,6,2021,4,16,4,2021,5,12,2,2021,6,12,5,60
FL,Broward General Medical Center,MORTGAGE,10-05-2021,16-05-2021,12-03-2021,Charged Off,12-04-2021,Debt consolidation,Verified,70000.0,0.1554,475.38,0.1496,20000,36,9982,10,3,3.2,2021,5,10,0,2021,5,16,6,2021,3,12,4,2021,4,12,0,60
MN,delta airlines,MORTGAGE,11-08-2021,16-05-2021,12-10-2021,Charged Off,12-11-2021,Debt consolidation,Verified,60000.0,0.1616,491.59,0.1649,20000,27,6882,10,3,3.4,2021,8,11,2,2021,5,16,6,2021,10,12,1,2021,11,12,4,60
WA,The Boeing Company,MORTGAGE,11-07-2021,13-07-2021,13-02-2021,Charged Off,13-03-2021,Debt consolidation,Verified,89004.0,0.0604,371.91,0.1689,15000,19,16753,10,3,3.6,2021,7,11,6,2021,7,13,1,2021,2,13,5,2021,3,13,5,60
FL,American Airlines,MORTGAGE,11-05-2021,16-05-2021,12-11-2021,Charged Off,12-12-2021,Debt consolidation,Verified,48000.0,0.12,295.76,0.1749,17000,34,5028,10,3,3.8,2021,5,11,1,2021,5,16,6,2021,11,12,4,2021,12,12,6,60
TX,ManTech International corp,MORTGAGE,11-08-2021,12-11-2021,12-06-2021,Charged Off,12-07-2021,Debt consolidation,Verified,31200.0,0.2323,331.21,0.1649,13475,17,4012,2,3,3.4,2021,8,11,2,2021,11,12,4,2021,6,12,5,2021,7,12,0,60
NY,nypd,MORTGAGE,11-05-2021,13-03-2021,12-10-2021,Charged Off,12-11-2021,Debt consolidation,Verified,96000.0,0.1773,502.34,0.1749,20000,28,8969,7,3,3.8,2021,5,11,1,2021,3,13,5,2021,10,12,1,2021,11,12,4,60
NC,Booz Allen Hamilton,MORTGAGE,11-09-2021,12-08-2021,12-04-2021,Charged Off,12-05-2021,Debt consolidation,Verified,60000.0,0.1076,437.63,0.1599,18000,24,3474,0,3,3.2,2021,9,11,5,2021,8,12,3,2021,4,12,0,2021,5,12,2,60
GA,Norfolk Southern Railroad,MORTGAGE,10-12-2021,16-05-2021,12-11-2021,Charged Off,12-12-2021,Debt consolidation,Verified,140000.0,0.2306,235.08,0.1446,10000,26,8172,10,3,3.2,2021,12,10,4,2021,5,16,6,2021,11,12,4,2021,12,12,6,60
MI,Stryker Instruments,MORTGAGE,11-07-2021,16-05-2021,15-10-2021,Charged Off,15-11-2021,Debt consolidation,Verified,123996.0,0.2135,475.4,0.1799,30000,28,23770,1,4,4.0,2021,7,11,6,2021,5,16,6,2021,10,15,4,2021,11,15,0,60
MD,Go Wireless/Verizon Wireless,MORTGAGE,11-02-2021,16-04-2021,13-01-2021,Charged Off,13-02-2021,Debt consolidation,Verified,51000.0,0.1405,675.11,0.1677,27300,30,15990,1,4,4.2,2021,2,11,3,2021,4,16,4,2021,1,13,2,2021,2,13,5,60
TX,Wylie ISD,MORTGAGE,10-07-2021,15-01-2021,14-09-2021,Charged Off,14-10-2021,Debt consolidation,Verified,44304.0,0.1847,342.94,0.1793,20000,20,17301,1,4,4.8,2021,7,10,5,2021,1,15,4,2021,9,14,1,2021,10,14,3,60
CA,homeguard exterminators,MORTGAGE,11-07-2021,15-04-2021,14-09-2021,Charged Off,14-10-2021,Debt consolidation,Verified,72000.0,0.1662,497.61,0.1799,19600,24,19351,10,4,4.0,2021,7,11,6,2021,4,15,3,2021,9,14,1,2021,10,14,3,60
MD,Harford County Maryland Government,MORTGAGE,11-08-2021,13-03-2021,12-11-2021,Charged Off,12-12-2021,Debt consolidation,Verified,75000.0,0.1053,768.19,0.1839,30000,31,23049,10,4,4.2,2021,8,11,2,2021,3,13,5,2021,11,12,4,2021,12,12,6,60
MD,Verizon Communications,MORTGAGE,10-09-2021,11-10-2021,11-12-2021,Charged Off,11-01-2022,Debt consolidation,Verified,93000.0,0.1662,79.22,0.1682,3200,24,1182,10,4,4.2,2021,9,10,4,2021,10,11,0,2021,12,11,5,2022,1,11,1,60
CA,No title,MORTGAGE,11-08-2021,12-07-2021,12-02-2021,Charged Off,12-03-2021,Debt consolidation,Verified,40000.0,0.2433,348.11,0.1969,13225,28,5089,10,4,4.8,2021,8,11,2,2021,7,12,0,2021,2,12,4,2021,3,12,4,60
OR,Gervais School District,MORTGAGE,11-08-2021,14-09-2021,14-06-2021,Charged Off,14-07-2021,Debt consolidation,Verified,117000.0,0.199,789.66,0.1969,30000,62,27811,10,4,4.8,2021,8,11,2,2021,9,14,1,2021,6,14,0,2021,7,14,2,60
GA,URS,MORTGAGE,11-04-2021,16-04-2021,14-03-2021,Charged Off,14-04-2021,Debt consolidation,Verified,57000.0,0.1227,494.59,0.1677,20000,36,16321,2,4,4.2,2021,4,11,6,2021,4,16,4,2021,3,14,6,2021,4,14,2,60
AL,Yumband .INC,MORTGAGE,11-11-2021,13-03-2021,12-11-2021,Charged Off,12-12-2021,Debt consolidation,Verified,75000.0,0.1694,908.5,0.1903,35000,24,10974,2,4,4.2,2021,11,11,3,2021,3,13,5,2021,11,12,4,2021,12,12,6,60
AR,shaw,MORTGAGE,11-08-2021,12-06-2021,12-01-2021,Charged Off,12-02-2021,Debt consolidation,Verified,66000.0,0.2284,688.4,0.1929,26375,27,4878,2,4,4.6,2021,8,11,2,2021,6,12,5,2021,1,12,1,2021,2,12,4,60
SC,No title,MORTGAGE,11-08-2021,13-05-2021,12-12-2021,Charged Off,12-01-2022,Debt consolidation,Verified,45000.0,0.2091,171.1,0.1969,6500,17,3041,2,4,4.8,2021,8,11,2,2021,5,13,3,2021,12,12,6,2022,1,12,2,60
WA,Wartsila Defense,MORTGAGE,11-09-2021,13-05-2021,13-01-2021,Charged Off,13-02-2021,Debt consolidation,Verified,56500.0,0.2423,507.76,0.1799,20000,38,8576,3,4,4.0,2021,9,11,5,2021,5,13,3,2021,1,13,2,2021,2,13,5,60
FL,Miami Dade County,MORTGAGE,11-10-2021,12-08-2021,12-03-2021,Charged Off,12-04-2021,Debt consolidation,Verified,80000.0,0.229,832.79,0.1864,32350,29,5228,3,4,4.0,2021,10,11,0,2021,8,12,3,2021,3,12,4,2021,4,12,0,60
PA,brubaker inc,MORTGAGE,11-11-2021,16-05-2021,12-12-2021,Charged Off,12-01-2022,Debt consolidation,Verified,85000.0,0.1782,908.5,0.1903,35000,24,10900,3,4,4.2,2021,11,11,3,2021,5,16,6,2021,12,12,6,2022,1,12,2,60
WA,Tyson,MORTGAGE,10-07-2021,16-05-2021,11-05-2021,Charged Off,11-06-2021,Debt consolidation,Verified,36240.0,0.0947,283.99,0.1793,11200,13,2832,3,4,4.8,2021,7,10,5,2021,5,16,6,2021,5,11,1,2021,6,11,4,60
IL,Edgen Murray Corporation,MORTGAGE,10-11-2021,13-09-2021,13-05-2021,Charged Off,13-06-2021,Debt consolidation,Verified,82250.0,0.2295,461.54,0.1595,19000,48,19356,4,4,4.0,2021,11,10,2,2021,9,13,0,2021,5,13,3,2021,6,13,6,60
CA,sysco foods la,MORTGAGE,11-04-2021,14-09-2021,14-06-2021,Charged Off,14-07-2021,Debt consolidation,Verified,78000.0,0.0985,519.32,0.1677,21000,15,20187,5,4,4.2,2021,4,11,6,2021,9,14,1,2021,6,14,0,2021,7,14,2,60
NY,NYC Department of Buildings,MORTGAGE,10-12-2021,16-04-2021,12-09-2021,Charged Off,12-10-2021,Debt consolidation,Verified,53200.0,0.162,485.26,0.1706,19500,14,10190,5,4,4.6,2021,12,10,4,2021,4,16,4,2021,9,12,6,2021,10,12,1,60
FL,at&t,MORTGAGE,11-10-2021,16-05-2021,13-10-2021,Charged Off,13-11-2021,Debt consolidation,Verified,65000.0,0.1726,889.86,0.1942,34000,18,20465,6,4,4.4,2021,10,11,0,2021,5,16,6,2021,10,13,2,2021,11,13,5,60
FL,ConMed Linvatec,MORTGAGE,11-07-2021,12-08-2021,12-03-2021,Charged Off,12-04-2021,Debt consolidation,Verified,90000.0,0.1289,658.05,0.1969,25000,14,5414,6,4,4.8,2021,7,11,6,2021,8,12,3,2021,3,12,4,2021,4,12,0,60
NC,MILITARY/USMC,MORTGAGE,11-04-2021,16-05-2021,12-05-2021,Charged Off,12-06-2021,Debt consolidation,Verified,51690.48,0.2493,550.23,0.1677,22250,35,6601,8,4,4.2,2021,4,11,6,2021,5,16,6,2021,5,12,2,2021,6,12,5,60
TX,"PORTAGE ENVIRONMENTAL, INC.",MORTGAGE,11-11-2021,16-05-2021,14-07-2021,Charged Off,14-08-2021,Debt consolidation,Verified,63900.0,0.1579,586.55,0.203,22000,25,24454,8,4,4.8,2021,11,11,3,2021,5,16,6,2021,7,14,2,2021,8,14,5,60
CA,Beachmint Inc,MORTGAGE,11-06-2021,16-05-2021,13-07-2021,Charged Off,13-08-2021,Debt consolidation,Verified,120000.0,0.1531,411.62,0.1839,21000,23,21215,0,4,4.2,2021,6,11,4,2021,5,16,6,2021,7,13,1,2021,8,13,4,60
GA,USPS,MORTGAGE,11-05-2021,16-05-2021,11-07-2021,Charged Off,11-08-2021,Debt consolidation,Verified,65000.0,0.165,913.52,0.1929,35000,25,1826,10,4,4.6,2021,5,11,1,2021,5,16,6,2021,7,11,6,2021,8,11,2,60
TX,UTHSC,MORTGAGE,11-07-2021,16-05-2021,12-11-2021,Charged Off,12-12-2021,Debt consolidation,Verified,83000.0,0.1466,358.49,0.1839,14000,55,5377,4,4,4.2,2021,7,11,6,2021,5,16,6,2021,11,12,4,2021,12,12,6,60
CA,The Oaks WTP,MORTGAGE,10-08-2021,16-05-2021,12-04-2021,Charged Off,12-05-2021,Debt consolidation,Verified,83000.0,0.1755,374.33,0.1719,15000,21,7111,4,4,4.4,2021,8,10,1,2021,5,16,6,2021,4,12,0,2021,5,12,2,60
NH,The Trump Network,MORTGAGE,11-06-2021,12-12-2021,12-06-2021,Charged Off,12-07-2021,Debt consolidation,Verified,110000.0,0.1563,435.8,0.1879,26375,20,8748,2,4,4.4,2021,6,11,4,2021,12,12,6,2021,6,12,5,2021,7,12,0,60
OH,Electric Power Systems,MORTGAGE,11-10-2021,16-05-2021,14-02-2021,Charged Off,14-03-2021,Debt consolidation,Verified,90000.0,0.0419,901.01,0.1864,35000,13,24326,10,4,4.0,2021,10,11,0,2021,5,16,6,2021,2,14,6,2021,3,14,6,60
WA,Wyckoff Farms Inc,MORTGAGE,11-06-2021,16-05-2021,12-10-2021,Charged Off,12-11-2021,Debt consolidation,Verified,82800.0,0.2188,837.81,0.1799,33000,30,12566,10,4,4.0,2021,6,11,4,2021,5,16,6,2021,10,12,1,2021,11,12,4,60
TX,ABM Security,MORTGAGE,10-07-2021,12-03-2021,11-10-2021,Charged Off,11-11-2021,Debt consolidation,Verified,50400.0,0.0424,495.12,0.1682,20000,12,10782,10,4,4.2,2021,7,10,5,2021,3,12,4,2021,10,11,0,2021,11,11,3,60
IL,JPM Chase,MORTGAGE,11-07-2021,16-05-2021,15-11-2021,Charged Off,15-12-2021,Debt consolidation,Verified,49000.0,0.193,431.47,0.1839,25975,15,22003,10,4,4.2,2021,7,11,6,2021,5,16,6,2021,11,15,0,2021,12,15,2,60
CO,Level 3 Communications,MORTGAGE,11-11-2021,13-11-2021,13-08-2021,Charged Off,13-09-2021,Debt consolidation,Verified,90000.0,0.2197,916.03,0.1942,35000,27,32389,10,4,4.4,2021,11,11,3,2021,11,13,5,2021,8,13,4,2021,9,13,0,60
VA,United States Coast Guard,MORTGAGE,11-10-2021,16-05-2021,13-04-2021,Charged Off,13-05-2021,Debt consolidation,Verified,69000.0,0.2318,925.54,0.1991,35000,19,15725,10,4,4.6,2021,10,11,0,2021,5,16,6,2021,4,13,1,2021,5,13,3,60
UT,Bad Boys Auto Body,MORTGAGE,11-12-2021,13-10-2021,13-05-2021,Charged Off,13-06-2021,Debt consolidation,Verified,46000.0,0.118,668.68,0.1864,25975,10,12565,2,4,4.0,2021,12,11,5,2021,10,13,2,2021,5,13,3,2021,6,13,6,60
AL,Army Fleet Support,MORTGAGE,11-12-2021,15-04-2021,14-11-2021,Charged Off,14-12-2021,Debt consolidation,Verified,87000.0,0.2225,648.93,0.1903,25000,28,24639,2,4,4.2,2021,12,11,5,2021,4,15,3,2021,11,14,6,2021,12,14,1,60
FL,Indian River Medical Center,MORTGAGE,11-05-2021,12-11-2021,12-06-2021,Charged Off,12-07-2021,Debt consolidation,Verified,55200.0,0.233,466.04,0.1839,25975,37,6949,2,4,4.2,2021,5,11,1,2021,11,12,4,2021,6,12,5,2021,7,12,0,60
PA,LIK Managment,MORTGAGE,11-10-2021,16-05-2021,12-06-2021,Charged Off,12-07-2021,Debt consolidation,Verified,81600.0,0.1529,933.14,0.203,35000,44,7464,2,4,4.8,2021,10,11,0,2021,5,16,6,2021,6,12,5,2021,7,12,0,60
MA,ThermoFisher Scientific,MORTGAGE,10-10-2021,12-06-2021,12-02-2021,Charged Off,12-03-2021,Debt consolidation,Verified,154000.0,0.1357,628.87,0.1756,25000,43,11811,3,4,4.6,2021,10,10,6,2021,6,12,5,2021,2,12,4,2021,3,12,4,60
CT,ikon office solutions,MORTGAGE,10-07-2021,16-05-2021,11-09-2021,Charged Off,11-10-2021,Debt consolidation,Verified,40000.0,0.1728,321.98,0.1756,12800,39,4186,4,4,4.6,2021,7,10,5,2021,5,16,6,2021,9,11,5,2021,10,11,0,60
TX,Union Pacific Railroad,MORTGAGE,11-03-2021,15-12-2021,15-05-2021,Charged Off,15-06-2021,Debt consolidation,Verified,70000.0,0.1632,879.47,0.1751,35000,30,45455,5,4,4.6,2021,3,11,3,2021,12,15,2,2021,5,15,5,2021,6,15,1,60
WA,Pemco Insurance,MORTGAGE,10-08-2021,12-08-2021,12-06-2021,Charged Off,12-07-2021,Debt consolidation,Verified,66840.0,0.1682,610.01,0.1756,24250,37,24705,6,4,4.6,2021,8,10,1,2021,8,12,3,2021,6,12,5,2021,7,12,0,60
AL,CSX Transportion,MORTGAGE,11-11-2021,12-11-2021,12-09-2021,Charged Off,12-10-2021,Debt consolidation,Verified,75000.0,0.1365,925.54,0.1991,35000,32,28758,6,4,4.6,2021,11,11,3,2021,11,12,4,2021,9,12,6,2021,10,12,1,60
CA,Sacramento Sheriff's Department,MORTGAGE,11-09-2021,16-05-2021,12-09-2021,Charged Off,12-10-2021,Debt consolidation,Verified,95000.0,0.1749,477.98,0.1991,20000,29,5729,6,4,4.6,2021,9,11,5,2021,5,16,6,2021,9,12,6,2021,10,12,1,60
TX,Dell Inc,MORTGAGE,11-07-2021,16-05-2021,12-06-2021,Charged Off,12-07-2021,Debt consolidation,Verified,158899.0,0.2183,456.99,0.1799,18000,35,5025,7,4,4.0,2021,7,11,6,2021,5,16,6,2021,6,12,5,2021,7,12,0,60
MO,Illinois Central School Bus,MORTGAGE,11-11-2021,13-11-2021,13-08-2021,Charged Off,13-09-2021,Debt consolidation,Verified,138000.0,0.2203,485.5,0.1942,18550,41,15878,0,4,4.4,2021,11,11,3,2021,11,13,5,2021,8,13,4,2021,9,13,0,60
CA,BlueCava Inc.,MORTGAGE,11-01-2021,15-04-2021,14-11-2021,Charged Off,14-12-2021,Debt consolidation,Verified,118000.0,0.1497,622.13,0.1706,25000,24,29810,0,4,4.6,2021,1,11,0,2021,4,15,3,2021,11,14,6,2021,12,14,1,60
MD,Prince Georges County PD,MORTGAGE,11-02-2021,16-05-2021,13-10-2021,Charged Off,13-11-2021,Debt consolidation,Verified,117000.0,0.1073,759.85,0.1788,30000,30,24314,7,4,4.8,2021,2,11,3,2021,5,16,6,2021,10,13,2,2021,11,13,5,60
CA,dch auto group,MORTGAGE,11-11-2021,12-08-2021,12-04-2021,Charged Off,12-05-2021,Debt consolidation,Verified,95000.0,0.1067,399.92,0.203,15000,27,2492,1,4,4.8,2021,11,11,3,2021,8,12,3,2021,4,12,0,2021,5,12,2,60
NJ,American Flux & Metal,MORTGAGE,11-09-2021,15-05-2021,15-04-2021,Charged Off,15-05-2021,Debt consolidation,Verified,58800.0,0.2337,457.07,0.1839,17850,32,19389,10,4,4.2,2021,9,11,5,2021,5,15,5,2021,4,15,3,2021,5,15,5,60
